永信旅行社,永信旅行社,永信旅行社,永信旅行社,永信旅行社,永信旅行社,永信旅行社,永信旅行社,永信旅行社,永信旅行社,永信旅行社,永信旅行社,永信旅行社,永信旅行社,永信旅行社,永信旅行社,永信旅行社
<< 團體銷售動態表 >>,<< 團體銷售動態表 >>,<< 團體銷售動態表 >>,<< 團體銷售動態表 >>,<< 團體銷售動態表 >>,<< 團體銷售動態表 >>,<< 團體銷售動態表 >>,<< 團體銷售動態表 >>,<< 團體銷售動態表 >>,<< 團體銷售動態表 >>,<< 團體銷售動態表 >>,<< 團體銷售動態表 >>,<< 團體銷售動態表 >>,<< 團體銷售動態表 >>,<< 團體銷售動態表 >>,<< 團體銷售動態表 >>,<< 團體銷售動態表 >>
"團體狀態：開團, 出發日期：2023/12/20至2026/12/20,","團體狀態：開團, 出發日期：2023/12/20至2026/12/20,","團體狀態：開團, 出發日期：2023/12/20至2026/12/20,","團體狀態：開團, 出發日期：2023/12/20至2026/12/20,","團體狀態：開團, 出發日期：2023/12/20至2026/12/20,","團體狀態：開團, 出發日期：2023/12/20至2026/12/20,","團體狀態：開團, 出發日期：2023/12/20至2026/12/20,","團體狀態：開團, 出發日期：2023/12/20至2026/12/20,","團體狀態：開團, 出發日期：2023/12/20至2026/12/20,","團體狀態：開團, 出發日期：2023/12/20至2026/12/20,","團體狀態：開團, 出發日期：2023/12/20至2026/12/20,","團體狀態：開團, 出發日期：2023/12/20至2026/12/20,","團體狀態：開團, 出發日期：2023/12/20至2026/12/20,","團體狀態：開團, 出發日期：2023/12/20至2026/12/20,","團體狀態：開團, 出發日期：2023/12/20至2026/12/20,",日期：2023/12/20,日期：2023/12/20
線別,出發日,團體代碼,團名,產品名稱,同業價,直客價,總機位,保留,報名,可售,收訂,訂金,班機,進出點,狀態,員工備註
東歐,2024/01/21,VIE10CIC240121A,超值克斯10天(CI),超值克.斯~十六湖國家公園、鐘乳石洞、纜車、OUTLET 10天(CI),69900,75900,20,0,0,20,0,20000,CI063/CI064,VIE/VIE,截止可報名,★此價格已為早鳥優惠價僅限前十名
東歐,2024/01/21,FRA11CIF240121A,愛在東歐~五星奧捷11天(CI),愛在東歐~五星奧捷11天(CI) 國王湖遊船、音樂會、鹽礦、米其林、6晚五星,92900,100900,20,0,0,20,0,20000,CI061/CI064,FRA/VIE,可報名,早鳥60天前報名付訂前十名優惠5000元；30天前付訂優惠3000元。
東歐,2024/01/21,VIE10CIA240121A,雙享奧捷10天(CI),雙享奧捷10天(CI) 米其林、國王湖、城堡皇宮、Outlet、遊船饗宴,69900,75900,31,0,31,0,29,20000,CI063/CI064,VIE/VIE,可報名,"【PUSH,全團FIT 收訂請附開票名單給OP訂位】★此價格已為早鳥優惠價僅限前十名"
東歐,2024/01/22,VIE13CIM240122A,愛在巴爾幹半島~五星克斯波蒙 13天(CI),愛在巴爾幹半島~五星克斯波蒙 雙國家公園、四晚五星、三大纜車、遊船、跳島精彩四國13天(CI),89900,99900,20,0,4,16,0,20000,CI063/CI064,VIE/VIE,截止可報名,★此價格已為早鳥優惠價僅限前十名
東歐,2024/01/22,VIE10CIS240122A,雙享奧捷斯匈十天(CI),雙享奧捷斯匈~多瑙河遊船、米其林、哈斯達特湖區、城堡十天(CI),69900,75900,20,0,0,20,0,20000,CI063/CI064,VIE/VIE,可報名, 
東歐,2024/01/23,KRK11TKA240123A,波.波三小國11天,波蘭、波羅的海三小國 慢遊十一天,109900,119900,21,1,0,20,0,30000,TK025/TK024,KRK/TLL,可報名,
東歐,2024/01/23,PRG12CIF240123A,愛在東歐~華麗奧捷12天(CI)(PRG進VIE出),愛在東歐~華麗奧捷12天(CI) 國王湖遊船、雙點進出、音樂會、鹽礦、米其林、6晚五星&湖區飯店,98900,108900,28,0,18,10,17,20000,CI067/CI064,PRG/VIE,可報名,"【全團FIT/後面報名的業務也請提供名單訂位】早鳥60天前報名付訂優惠5000元,30天前付訂優惠3000元。~每團早鳥僅限前10名額滿為止 ~"
東歐,2024/01/24,VIE10CIA240124A,雙享奧捷10天(CI),雙享奧捷10天(CI) 米其林、國王湖、城堡皇宮、Outlet、遊船饗宴,69900,75900,28,1,12,15,8,20000,CI063/CI064,VIE/VIE,可報名,【PUSH】★此價格已為早鳥優惠價僅限前十名
東歐,2024/01/25,FRA10CIX240125A,童話德奧捷10天(CI),童話德奧捷10天(CI)城堡.湖區.羅曼蒂克大道.米其林.OUTLET,69900,76900,28,1,0,27,0,20000,CI061/CI062,FRA/FRA,可報名,【PUSH】★此價格已為早鳥優惠價僅限前十名
東歐,2024/01/27,PRG10CIF240127A,五星奧捷10天(CI)三晚五星,五星奧捷10天(CI)米其林、三晚五星、鹽礦、兩大湖區、Outlet、雙城堡皇宮、遊船饗宴,74900,80900,28,28,0,0,0,20000,CI067/CI068,PRG/PRG,可報名,此價格10名後調漲3000
東歐,2024/01/27,PRG10CIA240127S,雙享奧捷10天(CI),雙享奧捷10天(CI) 米其林、國王湖、城堡皇宮、Outlet、遊船饗宴,66900,72900,25,0,25,0,26,20000,CI067/CI068,PRG/PRG,可報名,AGT包團
東歐,2024/01/28,VIE10CIF240128A,五星奧捷10天(CI)三晚五星,五星奧捷10天(CI)米其林、三晚五星、鹽礦、兩大湖區、Outlet、雙城堡皇宮、遊船饗宴,74900,80900,20,0,0,20,0,20000,CI063/CI064,VIE/VIE,可報名,此價格10名後調漲3000
東歐,2024/01/28,VIE12CIO240128A,超值小東歐十二天(CI)(VIE進PRG出),超值小東歐十二天(CI) 德奧捷斯匈、米其林、多瑙河遊船、雙城堡皇宮、國王湖區,82900,92900,20,0,0,20,0,20000,CI063/CI068,VIE/PRG,可報名,
東歐,2024/01/28,FRA11CIF240128A,愛在東歐~五星奧捷11天(CI),愛在東歐~五星奧捷11天(CI) 國王湖遊船、音樂會、鹽礦、米其林、6晚五星,94900,102900,20,0,0,20,0,20000,CI061/CI064,FRA/VIE,可報名,早鳥60天前報名付訂前十名優惠5000元；30天前付訂優惠3000元。
東歐,2024/01/29,MUC10BRX240129A,童話德奧捷10天(BR),童話德奧捷10天(BR)絕美兩大湖區、米其林、城堡、古堡大道,70900,76900,32,0,29,3,4,20000,BR071/BR072,MUC/MUC,可報名,【PUSH】★此價格已為早鳥優惠價僅限前十名
東歐,2024/01/29,VIE13CIM240129A,愛在巴爾幹半島~五星克斯波蒙 13天(CI),愛在巴爾幹半島~五星克斯波蒙 雙國家公園、四晚五星、三大纜車、遊船、跳島精彩四國13天(CI),94900,104900,20,0,0,20,0,20000,CI063/CI064,VIE/VIE,可報名,★此價格已為早鳥優惠價僅限前十名
東歐,2024/01/29,VIE10CIS240129A,雙享奧捷斯匈十天(CI),雙享奧捷斯匈~多瑙河遊船、米其林、哈斯達特湖區、城堡十天(CI),69900,75900,20,0,0,20,0,20000,CI063/CI064,VIE/VIE,可報名, 
東歐,2024/01/30,PRG12CIF240130A,愛在東歐~華麗奧捷12天(CI)(PRG進VIE出),愛在東歐~華麗奧捷12天(CI) 國王湖遊船、雙點進出、音樂會、鹽礦、米其林、6晚五星&湖區飯店,98900,108900,28,0,26,2,18,20000,CI067/CI064,PRG/VIE,可報名,"【PUSH】早鳥60天前報名付訂優惠5000元,30天前付訂優惠3000元。~每團早鳥僅限前10名額滿為止 ~"
東歐,2024/01/31,VIE10CIC240131A,超值克斯10天(CI),超值克.斯~十六湖國家公園、鐘乳石洞、纜車、OUTLET 10天(CI),69900,75900,20,0,0,20,0,20000,CI063/CI064,VIE/VIE,可報名,★此價格已為早鳥優惠價僅限前十名
東歐,2024/02/01,VIE10CIF240201A,五星奧捷10天(CI)三晚五星,五星奧捷10天(CI)米其林、三晚五星、鹽礦、兩大湖區、Outlet、雙城堡皇宮、遊船饗宴,89900,99900,28,1,0,27,0,30000,CI063/CI064,VIE/VIE,可報名,【PUSH】過年團，有團體機位。此價格10名後調漲3000
東歐,2024/02/01,VIE10CIC240201A,超值克斯10天(CI),超值克.斯~十六湖國家公園、鐘乳石洞、纜車、OUTLET 10天(CI),79900,89900,28,1,8,19,0,30000,CI063/CI064,VIE/VIE,可報名,"【PUSH】過年團,有團體機位。★此價格已為早鳥優惠價僅限前十名"
東歐,2024/02/01,VIE13CIM240201A,愛在巴爾幹半島~五星克斯波蒙 13天(CI),愛在巴爾幹半島~五星克斯波蒙 雙國家公園、四晚五星、三大纜車、遊船、跳島精彩四國13天(CI),113900,123900,20,0,0,20,0,30000,CI063/CI064,VIE/VIE,可報名,"過年團,全團FIT收訂請附開票名單"
東歐,2024/02/01,VIE10CIA240201A,雙享奧捷10天(CI),雙享奧捷10天(CI) 米其林、湖區、城堡皇宮、Outlet、遊船,79900,86900,28,1,6,21,0,30000,CI063/CI064,VIE/VIE,可報名,【PUSH】過年團，有團體機位
東歐,2024/02/02,FRA10CIX240202A,童話德奧捷10天(CI),童話德奧捷10天(CI)城堡.湖區.羅曼蒂克大道.米其林.OUTLET,79900,86900,20,0,0,20,0,30000,CI061/CI062,FRA/FRA,截止可報名,過年團★此價格已為早鳥優惠價僅限前十名
東歐,2024/02/02,PRG12EKF240202A,愛在東歐~華麗奧捷12天(EK)(PRG進VIE出),愛在東歐~華麗奧捷12天(EK)國王湖遊船、雙點進出、音樂會、鹽礦、哈斯達特天空步道、米其林、6晚五星&湖區飯店,109900,119900,26,1,5,20,0,30000,EK367/EK366,PRG/VIE,可報名,"【PUSH】早鳥60天前報名付訂優惠5000元,30天前付訂優惠3000元。~每團早鳥僅限前10名額滿為止 ~"
東歐,2024/02/04,FRA11CIF240204A,愛在東歐~五星奧捷11天(CI),愛在東歐~五星奧捷11天(CI) 國王湖遊船、音樂會、鹽礦、米其林、6晚五星,119900,127900,37,0,23,14,22,30000,CI061/CI064,FRA/VIE,可報名,"【PUSH】過年團，全團FIT 收訂請附開票名單。早鳥60天前報名付訂優惠5000元,30天前付訂優惠3000元。~每團早鳥僅限前10名額滿為止 ~"
東歐,2024/02/04,VIE10CIA240204A,雙享奧捷10天(CI),雙享奧捷10天(CI) 米其林、湖區、城堡皇宮、Outlet、遊船,92900,99900,33,0,14,19,15,30000,CI063/CI064,VIE/VIE,可報名,【PUSH】過年團，全團FIT 收訂請附開票名單
東歐,2024/02/05,VIE10CIF240205A,五星奧捷10天(CI)三晚五星,五星奧捷10天(CI)米其林、三晚五星、鹽礦、兩大湖區、Outlet、雙城堡皇宮、遊船饗宴,92900,102900,26,1,10,15,4,30000,CI063/CI064,VIE/VIE,可報名,"【PUSH】過年團,有團體機位。此價格10名後調漲3000"
東歐,2024/02/05,VIE10CIC240205A,超值克斯10天(CI),超值克.斯~十六湖國家公園、鐘乳石洞、纜車、OUTLET 10天(CI),99900,109900,21,1,0,20,0,30000,CI063/CI064,VIE/VIE,可報名,"【PUSH】過年團,有團體機位。★此價格已為早鳥優惠價僅限前十名"
東歐,2024/02/05,VIE10CIA240205A,雙享奧捷10天(CI),雙享奧捷10天(CI) 米其林、湖區、城堡皇宮、Outlet、遊船,89900,96900,33,0,27,6,23,30000,CI063/CI064,VIE/VIE,可報名,"【PUSH】過年團,全團FIT收訂請附開票名單"
東歐,2024/02/06,KRK11TKA240206A,波.波三小國11天,波蘭、波羅的海三小國 慢遊十一天,109900,119900,21,1,0,20,0,30000,TK025/TK024,KRK/TLL,可報名,
東歐,2024/02/06,PRG12CIF240206A,愛在東歐~華麗奧捷12天(CI)(PRG進VIE出),愛在東歐~華麗奧捷12天(CI) 國王湖遊船、雙點進出、音樂會、鹽礦、米其林、6晚五星&湖區飯店,119900,129900,20,0,0,20,0,30000,CI067/CI064,PRG/VIE,截止可報名,CXL
東歐,2024/02/08,VIE10CIA240208A,雙享奧捷10天(CI),雙享奧捷10天(CI) 米其林、湖區、城堡皇宮、Outlet、遊船,102900,109900,33,0,25,8,17,30000,CI063/CI064,VIE/VIE,可報名,"【PUSH】過年團,全團FIT收訂請附開票名單。"
東歐,2024/02/11,VIE10CIF240211A,五星奧捷10天(CI)三晚五星,五星奧捷10天(CI)米其林、三晚五星、鹽礦、兩大湖區、Outlet、雙城堡皇宮、遊船饗宴,88900,98900,28,1,0,27,0,30000,CI063/CI064,VIE/VIE,可報名,"【PUSH】過年團,有團體機位。此價格10名後調漲3000"
東歐,2024/02/11,VIE10CIC240211A,超值克斯10天(CI),超值克.斯~十六湖國家公園、鐘乳石洞、纜車、OUTLET 10天(CI),79900,89900,28,1,2,25,0,30000,CI063/CI064,VIE/VIE,可報名,"【PUSH】過年團,有團體機位。★此價格已為早鳥優惠價僅限前十名"
東歐,2024/02/11,VIE12CIF240211A,愛在東歐~華麗奧捷12天(CI),愛在東歐~華麗奧捷12天(CI)國王湖遊船、雙點進出、音樂會、鹽礦、哈斯達特天空步道、米其林、6晚五星&湖區飯店,119900,129900,33,1,4,28,4,30000,CI063/CI068,VIE/PRG,截止可報名,"過年團,全團FIT收訂請附開票名單。
早鳥60天前報名付訂優惠5000元,30天前付訂優惠3000元。~每團早鳥僅限前10名額滿為止 ~"
東歐,2024/02/11,VIE10CIA240211A,雙享奧捷10天(CI),雙享奧捷10天(CI) 米其林、湖區、城堡皇宮、Outlet、遊船,87900,94900,28,1,10,17,4,30000,CI063/CI064,VIE/VIE,可報名,"【PUSH】過年團,有團體機位"
東歐,2024/02/12,VIE13CIM240212A,愛在巴爾幹半島~五星克斯波蒙 13天(CI),愛在巴爾幹半島~五星克斯波蒙 雙國家公園、四晚五星、三大纜車、遊船、跳島精彩四國13天(CI),99900,109900,33,1,0,32,0,30000,CI063/CI064,VIE/VIE,可報名,"過年團,全團FIT收訂請附開票名單"
東歐,2024/02/12,VIE09CIA240212S,夢幻童話東歐.奧捷9天(CI) 過年團,夢幻童話東歐.奧捷9天(CI)米其林、特別安排全世界最美咖啡館〜中央咖啡館Café Central、城堡皇宮、遊船饗宴,82900,92900,21,0,12,9,10,30000,CI063/CI064,,可報名,高雄SP團，全團FIT 收訂請提供名單訂位
東歐,2024/02/13,FRA12CIX240213A,童話德奧捷12天(CI),童話德奧捷12天(CI)城堡.羅曼蒂克大道.米其林.新天鵝堡.三大湖區,89900,99900,28,1,0,27,0,20000,CI061/CI062,FRA/FRA,可報名,★此價格已為早鳥優惠價僅限前十名
東歐,2024/02/13,PRG12CIF240213A,愛在東歐~華麗奧捷12天(CI)(PRG進VIE出),愛在東歐~華麗奧捷12天(CI) 國王湖遊船、雙點進出、音樂會、鹽礦、米其林、6晚五星&湖區飯店,99900,109900,33,0,9,24,10,30000,CI067/CI064,PRG/VIE,可報名,"【PUSH,全團FIT收訂請附開票名單】早鳥60天前報名付訂優惠5000元,30天前付訂優惠3000元。~每團早鳥僅限前10名額滿為止 ~"
東歐,2024/02/14,VIE10CIF240214A,五星奧捷10天(CI)三晚五星,五星奧捷10天(CI)米其林、三晚五星、鹽礦、兩大湖區、Outlet、雙城堡皇宮、遊船饗宴,89900,99900,20,20,0,0,0,30000,CI063/CI064,VIE/VIE,可報名,此價格10名後調漲3000
東歐,2024/02/17,PRG10CIZ240217A,漫遊捷克深度10天(CI),漫遊捷克深度10天～雙溫泉區、皮爾森酒廠、米其林、世界遺產古城、布拉格舊城漫遊,64900,69900,20,0,0,20,0,20000,CI067/CI068,PRG/PRG,可報名,★此價格已為早鳥優惠價僅限前十名
東歐,2024/02/18,VIE10CIF240218A,五星奧捷10天(CI)三晚五星,五星奧捷10天(CI)米其林、三晚五星、鹽礦、兩大湖區、Outlet、雙城堡皇宮、遊船饗宴,74900,80900,20,20,0,0,0,20000,CI063/CI064,VIE/VIE,可報名,此價格10名後調漲3000
東歐,2024/02/18,VIE13CIS240218A,華麗小東歐十三天(CI)奧捷斯匈(VIE進出),華麗小東歐十三天(CI)奧捷斯匈、三晚五星、多瑙河遊船、雙城堡皇宮、國王湖區,84900,94900,20,0,0,20,0,30000,CI063/CI064,VIE/VIE,可報名,此價格已為早鳥優惠價，10名後調漲3000
東歐,2024/02/18,VIE12CIO240218A,超值小東歐十二天(CI)(VIE進PRG出),超值小東歐十二天(CI) 德奧捷斯匈、米其林、多瑙河遊船、雙城堡皇宮、國王湖區,82900,92900,20,0,0,20,0,20000,CI063/CI068,VIE/PRG,可報名,
東歐,2024/02/18,FRA11CIF240218A,愛在東歐~五星奧捷11天(CI),愛在東歐~五星奧捷11天(CI) 國王湖遊船、音樂會、鹽礦、米其林、6晚五星,92900,100900,20,0,0,20,0,30000,CI061/CI064,FRA/VIE,可報名,早鳥60天前報名付訂前十名優惠5000元；30天前付訂優惠3000元。
東歐,2024/02/18,VIE12CIF240218A,愛在東歐~華麗奧捷12天(CI),愛在東歐~華麗奧捷12天(CI)國王湖遊船、雙點進出、音樂會、鹽礦、哈斯達特天空步道、米其林、6晚五星&湖區飯店,99900,109900,20,0,0,20,0,30000,CI063/CI068,VIE/PRG,可報名,"早鳥60天前報名付訂優惠5000元,30天前付訂優惠3000元。~每團早鳥僅限前10名額滿為止 ~"
東歐,2024/02/18,VIE10CIA240218A,雙享奧捷10天(CI),雙享奧捷10天(CI) 米其林、國王湖、城堡皇宮、Outlet、遊船饗宴,69900,75900,20,0,2,18,0,30000,CI063/CI064,VIE/VIE,可報名,★此價格已為早鳥優惠價僅限前十名
東歐,2024/02/19,VIE10CIA240219A,<冬季回饋團>雙享奧捷10天(CI),<冬季回饋團>雙享奧捷10天(CI) 米其林、國王湖、城堡皇宮、Outlet、遊船饗宴,59900,66900,38,1,20,17,4,20000,CI063/CI064,VIE/VIE,可報名,【冬季回饋團】市場奧捷直飛航班最低低價，成團後漲價3000喔
東歐,2024/02/19,MUC10BRX240219A,童話德奧捷10天(BR),童話德奧捷10天(BR)絕美兩大湖區、米其林、城堡、古堡大道,69900,75900,20,0,4,16,0,20000,BR071/BR072,MUC/MUC,可報名,★此價格已為早鳥優惠價僅限前十名
東歐,2024/02/19,VIE10CIC240219A,超值克斯10天(CI),超值克.斯~十六湖國家公園、鐘乳石洞、纜車、OUTLET 10天(CI),69900,75900,28,1,0,27,0,20000,CI063/CI064,VIE/VIE,可報名,"【PUSH】過年團,有團體機位。★此價格已為早鳥優惠價僅限前十名"
東歐,2024/02/19,VIE13CIM240219A,愛在巴爾幹半島~五星克斯波蒙 13天(CI),愛在巴爾幹半島~五星克斯波蒙 雙國家公園、四晚五星、三大纜車、遊船、跳島精彩四國13天(CI),94900,104900,20,0,0,20,0,20000,CI063/CI064,VIE/VIE,可報名,★此價格已為早鳥優惠價僅限前十名
東歐,2024/02/19,VIE13CIT240219A,樂遊克斯波蒙13天(CI),樂遊克斯波蒙~十六湖國家公園、纜車、遊船、跳島精彩四國13天(CI),83900,93900,20,0,0,20,0,20000,CI063/CI064,VIE/VIE,可報名,★此價格已為早鳥優惠價僅限前十名
東歐,2024/02/19,VIE10CIS240219A,雙享奧捷斯匈十天(CI),雙享奧捷斯匈~多瑙河遊船、米其林、哈斯達特湖區、城堡十天(CI),69900,75900,28,1,0,27,0,20000,CI063/CI064,VIE/VIE,可報名,【PUSH】
東歐,2024/02/20,KRK11TKA240220A,波.波三小國11天,波蘭、波羅的海三小國 慢遊十一天,109900,119900,21,1,0,20,0,30000,TK025/TK024,KRK/TLL,可報名,
東歐,2024/02/20,FRA12CIG240220A,捷克 波希米亞小鎮 & 德東 三大名城 深度 12天,捷克 波希米亞小鎮 & 德東 三大名城 深度 12天,89900,99900,28,1,0,27,0,20000,CI061/CI062,FRA/FRA,可報名,★此價格已為早鳥優惠價，僅限前10名
東歐,2024/02/20,FRA12CIX240220A,童話德奧捷12天(CI),童話德奧捷12天(CI)城堡.羅曼蒂克大道.米其林.新天鵝堡.三大湖區,92900,102900,28,1,0,27,0,20000,CI061/CI062,FRA/FRA,可報名,【PUSH】★此價格已為早鳥優惠價僅限前十名
東歐,2024/02/20,PRG12CIF240220A,愛在東歐~華麗奧捷12天(CI)(PRG進VIE出),愛在東歐~華麗奧捷12天(CI) 國王湖遊船、雙點進出、音樂會、鹽礦、米其林、6晚五星&湖區飯店,99900,109900,28,1,21,6,16,20000,CI067/CI064,PRG/VIE,可報名,"【PUSH】早鳥60天前報名付訂優惠5000元,30天前付訂優惠3000元。~每團早鳥僅限前10名額滿為止 ~"
東歐,2024/02/20,PRG10CIZ240220A,漫遊捷克深度10天(CI),漫遊捷克深度10天～雙溫泉區、皮爾森酒廠、米其林、世界遺產古城、布拉格舊城漫遊,64900,69900,20,0,2,18,2,20000,CI067/CI068,PRG/PRG,可報名,★此價格已為早鳥優惠價僅限前十名
東歐,2024/02/21,VIE10CIF240221A,五星奧捷10天(CI)三晚五星,五星奧捷10天(CI)米其林、三晚五星、鹽礦、兩大湖區、Outlet、雙城堡皇宮、遊船饗宴,74900,80900,28,1,0,27,0,20000,CI063/CI064,VIE/VIE,可報名,【PUSH】此價格10名後調漲3000
東歐,2024/02/21,VIE10CIC240221A,超值克斯10天(CI),超值克.斯~十六湖國家公園、鐘乳石洞、纜車、OUTLET 10天(CI),64900,70900,28,1,6,21,0,20000,CI063/CI064,VIE/VIE,可報名,【PUSH】★此價格已為早鳥優惠價僅限前十名
東歐,2024/02/21,VIE10CIA240221A,雙享奧捷10天(CI),雙享奧捷10天(CI) 米其林、國王湖、城堡皇宮、Outlet、遊船饗宴,64900,70900,28,1,6,21,0,20000,CI063/CI064,VIE/VIE,可報名,【PUSH】★此價格已為早鳥優惠價僅限前十名
東歐,2024/02/24,PRG10CIT240224T,永勁TKT,永勁TKT,0,0,22,0,21,1,21,,/,,可報名,
東歐,2024/02/25,VIE10CIF240225A,五星奧捷10天(CI)三晚五星,五星奧捷10天(CI)米其林、三晚五星、鹽礦、兩大湖區、Outlet、雙城堡皇宮、遊船饗宴,74900,80900,20,20,0,0,0,20000,CI063/CI064,VIE/VIE,可報名,此價格10名後調漲3000
東歐,2024/02/25,VIE13CIS240225A,華麗小東歐十三天(CI)奧捷斯匈(VIE進出),華麗小東歐十三天(CI)奧捷斯匈、三晚五星、多瑙河遊船、雙城堡皇宮、國王湖區,84900,94900,20,0,0,20,0,20000,CI063/CI064,VIE/VIE,可報名,此價格已為早鳥優惠價，10名後調漲3000
東歐,2024/02/25,VIE12CIO240225A,超值小東歐十二天(CI)(VIE進PRG出),超值小東歐十二天(CI) 德奧捷斯匈、米其林、多瑙河遊船、雙城堡皇宮、國王湖區,85900,95900,20,0,0,20,0,20000,CI063/CI068,VIE/PRG,可報名,
東歐,2024/02/25,VIE10CIC240225A,超值克斯10天(CI),超值克.斯~十六湖國家公園、鐘乳石洞、纜車、OUTLET 10天(CI),69900,75900,20,20,0,0,0,20000,CI063/CI064,VIE/VIE,可報名,★此價格已為早鳥優惠價僅限前十名
東歐,2024/02/25,FRA11CIF240225A,愛在東歐~五星奧捷11天(CI),愛在東歐~五星奧捷11天(CI) 國王湖遊船、音樂會、鹽礦、米其林、6晚五星,94900,102900,20,0,0,20,0,20000,CI061/CI064,FRA/VIE,可報名,早鳥60天前報名付訂前十名優惠5000元；30天前付訂優惠3000元。
東歐,2024/02/25,VIE12CIF240225A,愛在東歐~華麗奧捷12天(CI),愛在東歐~華麗奧捷12天(CI)國王湖遊船、雙點進出、音樂會、鹽礦、哈斯達特天空步道、米其林、6晚五星&湖區飯店,99900,109900,20,0,2,18,2,20000,CI063/CI068,VIE/PRG,可報名,"早鳥60天前報名付訂優惠5000元,30天前付訂優惠3000元。~每團早鳥僅限前10名額滿為止 ~"
東歐,2024/02/25,VIE10CIA240225A,雙享奧捷10天(CI),雙享奧捷10天(CI) 米其林、國王湖、城堡皇宮、Outlet、遊船饗宴,70900,76900,20,20,0,0,0,20000,CI063/CI064,VIE/VIE,可報名,★此價格已為早鳥優惠價僅限前十名
東歐,2024/02/26,VIE10CIF240226A,五星奧捷10天(CI)三晚五星,五星奧捷10天(CI)米其林、三晚五星、鹽礦、兩大湖區、Outlet、雙城堡皇宮、遊船饗宴,74900,80900,20,20,0,0,0,20000,CI063/CI064,VIE/VIE,可報名,此價格10名後調漲3000
東歐,2024/02/26,MUC10BRX240226A,童話德奧捷10天(BR),童話德奧捷10天(BR)絕美兩大湖區、米其林、城堡、古堡大道,69900,75900,20,0,0,20,0,20000,BR071/BR072,MUC/MUC,可報名,★此價格已為早鳥優惠價僅限前十名
東歐,2024/02/26,PRG12EKO240226A,超值小東歐十二天(EK)(PRG進BUD出),超值小東歐十二天(EK) 奧捷斯匈、米其林、多瑙河遊船、雙城堡皇宮、國王湖區,72900,82900,32,1,4,27,4,20000,EK367/EK366,PRG/BUD,可報名,【PUSH】早鳥優惠~12/31前報名付訂前10名貴賓優惠3000元
東歐,2024/02/26,VIE10CIC240226A,超值克斯10天(CI),超值克.斯~十六湖國家公園、鐘乳石洞、纜車、OUTLET 10天(CI),69900,75900,20,0,0,20,0,20000,CI063/CI064,VIE/VIE,可報名,★此價格已為早鳥優惠價僅限前十名
東歐,2024/02/26,VIE13CIM240226A,愛在巴爾幹半島~五星克斯波蒙 13天(CI),愛在巴爾幹半島~五星克斯波蒙 雙國家公園、四晚五星、三大纜車、遊船、跳島精彩四國13天(CI),99900,109900,20,0,0,20,0,20000,CI063/CI064,VIE/VIE,可報名,★此價格已為早鳥優惠價僅限前十名
東歐,2024/02/26,VIE13CIT240226A,樂遊克斯波蒙13天(CI),樂遊克斯波蒙~十六湖國家公園、纜車、遊船、跳島精彩四國13天(CI),83900,93900,20,0,0,20,0,20000,CI063/CI064,VIE/VIE,可報名,★此價格已為早鳥優惠價僅限前十名
東歐,2024/02/26,VIE10CIA240226A,雙享奧捷10天(CI),雙享奧捷10天(CI) 米其林、湖區、城堡皇宮、Outlet、遊船,71900,77900,35,0,27,8,26,20000,CI063/CI064,VIE/VIE,可報名,【PUSH】★此價格已為早鳥優惠價僅限前十名
東歐,2024/02/26,VIE10CIS240226A,雙享奧捷斯匈十天(CI),雙享奧捷斯匈~多瑙河遊船、米其林、哈斯達特湖區、城堡十天(CI),72900,78900,20,0,0,20,0,20000,CI063/CI064,VIE/VIE,可報名, 
東歐,2024/02/27,FRA12CIG240227A,捷克 波希米亞小鎮 & 德東 三大名城 深度 12天,捷克 波希米亞小鎮 & 德東 三大名城 深度 12天,89900,99900,28,1,0,27,0,20000,CI061/CI062,FRA/FRA,可報名,★此價格已為早鳥優惠價，僅限前10名
東歐,2024/02/27,FRA12CIX240227A,童話德奧捷12天(CI),童話德奧捷12天(CI)城堡.羅曼蒂克大道.米其林.新天鵝堡.三大湖區,92900,102900,28,1,0,27,0,20000,CI061/CI062,FRA/FRA,可報名,【PUSH】★此價格已為早鳥優惠價僅限前十名
東歐,2024/02/27,PRG12CIF240227A,愛在東歐~華麗奧捷12天(CI)(PRG進VIE出),愛在東歐~華麗奧捷12天(CI) 國王湖遊船、雙點進出、音樂會、鹽礦、米其林、6晚五星&湖區飯店,99900,109900,20,0,0,20,0,20000,CI067/CI064,PRG/VIE,可報名,"早鳥60天前報名付訂優惠5000元,30天前付訂優惠3000元。~每團早鳥僅限前10名額滿為止 ~"
東歐,2024/02/28,VIE09CIA240228S,又見真善美～奧捷9日CI(VIE/PRG),又見真善美～奧捷9日CI(VIE/PRG),0,0,28,1,21,6,21,20000,CI063/CI068,VIE/PRG,可報名,AGT包團
東歐,2024/02/28,VIE09CIT240228T,旅友友 TKT,旅友友 TKT,0,0,21,0,0,21,0,,/,,可報名,
東歐,2024/02/28,VIE10CIC240228A,超值克斯10天(CI),超值克.斯~十六湖國家公園、鐘乳石洞、纜車、OUTLET 10天(CI),69900,75900,20,0,0,20,0,20000,CI063/CI064,VIE/VIE,可報名,★此價格已為早鳥優惠價僅限前十名
